city,state,abbr,white,black,hispanic,asian,american_indian,alaskan_native,native_hawaiian,city_k12,city_teacher,state_k12,state_teacher
,Connecticut,CT,0,0,0,0,0,0,0,,,0,0
,Delaware,DE,1,1,1,1,1,0,0,,,0.9504444,0.978254795
,Delaware,DE,0,1,1,1,1,0,0,,,0.434991837,0.152551755
,Delaware,DE,1,0,1,1,1,0,0,,,0.693326831,0.883907378
,Delaware,DE,0,0,1,1,1,0,0,,,0.177874282,0.058204301
,Delaware,DE,1,1,0,1,1,0,0,,,0.810277522,0.940709352
,Delaware,DE,0,1,0,1,1,0,0,,,0.294824958,0.115006313
,Delaware,DE,1,0,0,1,1,0,0,,,0.553159952,0.846361935
,Delaware,DE,0,0,0,1,1,0,0,,,0.0377074,0.020658873
,Delaware,DE,1,1,1,0,1,0,0,,,0.915512681,0.963501275
,Delaware,DE,0,1,1,0,1,0,0,,,0.400060117,0.137798235
,Delaware,DE,1,0,1,0,1,0,0,,,0.658395112,0.869153857
,Delaware,DE,0,0,1,0,1,0,0,,,0.142942548,0.043450784
,Delaware,DE,1,1,0,0,1,0,0,,,0.775345802,0.925955832
,Delaware,DE,0,1,0,0,1,0,0,,,0.259893239,0.100252807
,Delaware,DE,1,0,0,0,1,0,0,,,0.518228233,0.831608415
,Delaware,DE,0,0,0,0,1,0,0,,,0.002775665,0.005905356
,Delaware,DE,1,1,1,1,0,0,0,,,0.947668731,0.972349465
,Delaware,DE,0,1,1,1,0,0,0,,,0.432216167,0.146646395
,Delaware,DE,1,0,1,1,0,0,0,,,0.690551162,0.878002048
,Delaware,DE,0,0,1,1,0,0,0,,,0.175098613,0.052298944
,Delaware,DE,1,1,0,1,0,0,0,,,0.807501853,0.934804022
,Delaware,DE,0,1,0,1,0,0,0,,,0.292049289,0.10910096
,Delaware,DE,1,0,0,1,0,0,0,,,0.550384283,0.840456605
,Delaware,DE,0,0,0,1,0,0,0,,,0.034931734,0.014753516
,Delaware,DE,1,1,1,0,0,0,0,,,0.912737012,0.957595944
,Delaware,DE,0,1,1,0,0,0,0,,,0.397284448,0.131892875
,Delaware,DE,1,0,1,0,0,0,0,,,0.655619442,0.863248527
,Delaware,DE,0,0,1,0,0,0,0,,,0.140166879,0.037545428
,Delaware,DE,1,1,0,0,0,0,0,,,0.772570133,0.920050502
,Delaware,DE,0,1,0,0,0,0,0,,,0.257117569,0.094347447
,Delaware,DE,1,0,0,0,0,0,0,,,0.515452564,0.825703084
,Delaware,DE,0,0,0,0,0,0,0,,,0,0
Jacksonville,Florida,FL,1,1,1,1,1,0,0,0.944327891,0.98464942,0.961527944,0.985154331
Jacksonville,Florida,FL,0,1,1,1,1,0,0,0.51719296,0.32328555,0.520722687,0.306701988
Jacksonville,Florida,FL,1,0,1,1,1,0,0,0.574028492,0.780590534,0.75509268,0.861501992
Jacksonville,Florida,FL,0,0,1,1,1,0,0,0.146893576,0.119226694,0.314287454,0.183049664
Jacksonville,Florida,FL,1,1,0,1,1,0,0,0.837196469,0.911108971,0.674591124,0.819717467
Jacksonville,Florida,FL,0,1,0,1,1,0,0,0.410061538,0.249745116,0.233785883,0.141265109
Jacksonville,Florida,FL,1,0,0,1,1,0,0,0.46689707,0.707050085,0.468155861,0.696065128
Jacksonville,Florida,FL,0,0,0,1,1,0,0,0.039762158,0.045686256,0.027350616,0.017612766
Jacksonville,Florida,FL,1,1,1,0,1,0,0,0.90595305,0.939848065,0.936353862,0.968332767
Jacksonville,Florida,FL,0,1,1,0,1,0,0,0.478818119,0.278484166,0.495548606,0.289880425
Jacksonville,Florida,FL,1,0,1,0,1,0,0,0.535653651,0.73578918,0.729918599,0.844680429
Jacksonville,Florida,FL,0,0,1,0,1,0,0,0.108518712,0.07442531,0.289113343,0.166228101
Jacksonville,Florida,FL,1,1,0,0,1,0,0,0.798821628,0.866307616,0.649417043,0.802895904
Jacksonville,Florida,FL,0,1,0,0,1,0,0,0.371686697,0.204943731,0.208611786,0.124443553
Jacksonville,Florida,FL,1,0,0,0,1,0,0,0.428522229,0.662248731,0.44298175,0.679243565
Jacksonville,Florida,FL,0,0,0,0,1,0,0,0.001387308,0.000884871,0.002176511,0.000791207
Jacksonville,Florida,FL,1,1,1,1,0,0,0,0.942940593,0.983764529,0.95935142,0.984363139
Jacksonville,Florida,FL,0,1,1,1,0,0,0,0.515805662,0.322400689,0.518546164,0.305910796
Jacksonville,Florida,FL,1,0,1,1,0,0,0,0.572641194,0.779705644,0.752916157,0.8607108
Jacksonville,Florida,FL,0,0,1,1,0,0,0,0.145506263,0.118341826,0.312110931,0.182258457
Jacksonville,Florida,FL,1,1,0,1,0,0,0,0.835809171,0.91022408,0.672414601,0.818926275
Jacksonville,Florida,FL,0,1,0,1,0,0,0,0.40867424,0.24886024,0.231609374,0.140473902
Jacksonville,Florida,FL,1,0,0,1,0,0,0,0.465509772,0.706165195,0.465979338,0.695273936
Jacksonville,Florida,FL,0,0,0,1,0,0,0,0.038374849,0.044801384,0.025174104,0.01682156
Jacksonville,Florida,FL,1,1,1,0,0,0,0,0.904565752,0.938963175,0.934177339,0.967541575
Jacksonville,Florida,FL,0,1,1,0,0,0,0,0.47743082,0.277599305,0.493372083,0.289089233
Jacksonville,Florida,FL,1,0,1,0,0,0,0,0.534266353,0.734904289,0.727742076,0.843889236
Jacksonville,Florida,FL,0,0,1,0,0,0,0,0.107131407,0.073540442,0.28693682,0.165436894
Jacksonville,Florida,FL,1,1,0,0,0,0,0,0.79743433,0.865422726,0.64724052,0.802104712
Jacksonville,Florida,FL,0,1,0,0,0,0,0,0.370299399,0.204058856,0.206435278,0.123652346
Jacksonville,Florida,FL,1,0,0,0,0,0,0,0.427134931,0.66136384,0.440805227,0.678452373
Jacksonville,Florida,FL,0,0,0,0,0,0,0,0,0,0,0
Miami,Florida,FL,1,1,1,1,1,0,0,0.988298893,0.992246747,0.961527944,0.985154331
Miami,Florida,FL,0,1,1,1,1,0,0,0.828548431,0.72379154,0.520722687,0.306701988
Miami,Florida,FL,1,0,1,1,1,0,0,0.781516492,0.814140558,0.75509268,0.861501992
Miami,Florida,FL,0,0,1,1,1,0,0,0.621766031,0.545685351,0.314287454,0.183049664
Miami,Florida,FL,1,1,0,1,1,0,0,0.37929979,0.462135464,0.674591124,0.819717467
Miami,Florida,FL,0,1,0,1,1,0,0,0.219549313,0.193680227,0.233785883,0.141265109
Miami,Florida,FL,1,0,0,1,1,0,0,0.172517419,0.284029275,0.468155861,0.696065128
Miami,Florida,FL,0,0,0,1,1,0,0,0.012766921,0.015574054,0.027350616,0.017612766
Miami,Florida,FL,1,1,1,0,1,0,0,0.976616204,0.976672709,0.936353862,0.968332767
Miami,Florida,FL,0,1,1,0,1,0,0,0.816865742,0.708217502,0.495548606,0.289880425
Miami,Florida,FL,1,0,1,0,1,0,0,0.769833803,0.79856652,0.729918599,0.844680429
Miami,Florida,FL,0,0,1,0,1,0,0,0.610083342,0.530111313,0.289113343,0.166228101
Miami,Florida,FL,1,1,0,0,1,0,0,0.367617071,0.446561396,0.649417043,0.802895904
Miami,Florida,FL,0,1,0,0,1,0,0,0.207866594,0.178106174,0.208611786,0.124443553
Miami,Florida,FL,1,0,0,0,1,0,0,0.1608347,0.268455207,0.44298175,0.679243565
Miami,Florida,FL,0,0,0,0,1,0,0,0.001084203,0,0.002176511,0.000791207
Miami,Florida,FL,1,1,1,1,0,0,0,0.987214684,0.992246747,0.95935142,0.984363139
Miami,Florida,FL,0,1,1,1,0,0,0,0.827464223,0.72379154,0.518546164,0.305910796
Miami,Florida,FL,1,0,1,1,0,0,0,0.780432284,0.814140558,0.752916157,0.8607108
Miami,Florida,FL,0,0,1,1,0,0,0,0.620681822,0.545685351,0.312110931,0.182258457
Miami,Florida,FL,1,1,0,1,0,0,0,0.378215581,0.462135464,0.672414601,0.818926275
Miami,Florida,FL,0,1,0,1,0,0,0,0.218465105,0.193680227,0.231609374,0.140473902
Miami,Florida,FL,1,0,0,1,0,0,0,0.17143321,0.284029275,0.465979338,0.695273936
Miami,Florida,FL,0,0,0,1,0,0,0,0.011682718,0.015574054,0.025174104,0.01682156
Miami,Florida,FL,1,1,1,0,0,0,0,0.975531995,0.976672709,0.934177339,0.967541575
Miami,Florida,FL,0,1,1,0,0,0,0,0.815781534,0.708217502,0.493372083,0.289089233
Miami,Florida,FL,1,0,1,0,0,0,0,0.768749595,0.79856652,0.727742076,0.843889236
Miami,Florida,FL,0,0,1,0,0,0,0,0.608999133,0.530111313,0.28693682,0.165436894
Miami,Florida,FL,1,1,0,0,0,0,0,0.366532862,0.446561396,0.64724052,0.802104712
Miami,Florida,FL,0,1,0,0,0,0,0,0.206782386,0.178106174,0.206435278,0.123652346
Miami,Florida,FL,1,0,0,0,0,0,0,0.159750491,0.268455207,0.440805227,0.678452373
Miami,Florida,FL,0,0,0,0,0,0,0,0,0,0,0
Fort Lauderdale,Florida,FL,1,1,1,1,1,0,0,0.962954462,0.98151499,0.961527944,0.985154331
Fort Lauderdale,Florida,FL,0,1,1,1,1,0,0,0.670621812,0.421679705,0.520722687,0.306701988
Fort Lauderdale,Florida,FL,1,0,1,1,1,0,0,0.621569574,0.763195693,0.75509268,0.861501992
Fort Lauderdale,Florida,FL,0,0,1,1,1,0,0,0.329236895,0.203360468,0.314287454,0.183049664
Fort Lauderdale,Florida,FL,1,1,0,1,1,0,0,0.666252792,0.799609065,0.674591124,0.819717467
Fort Lauderdale,Florida,FL,0,1,0,1,1,0,0,0.373920083,0.239773825,0.233785883,0.141265109
Fort Lauderdale,Florida,FL,1,0,0,1,1,0,0,0.324867904,0.581289768,0.468155861,0.696065128
Fort Lauderdale,Florida,FL,0,0,0,1,1,0,0,0.032535244,0.021454554,0.027350616,0.017612766
Fort Lauderdale,Florida,FL,1,1,1,0,1,0,0,0.932920754,0.960060418,0.936353862,0.968332767
Fort Lauderdale,Florida,FL,0,1,1,0,1,0,0,0.640588105,0.400225163,0.495548606,0.289880425
Fort Lauderdale,Florida,FL,1,0,1,0,1,0,0,0.591535866,0.741741121,0.729918599,0.844680429
Fort Lauderdale,Florida,FL,0,0,1,0,1,0,0,0.299203217,0.18190591,0.289113343,0.166228101
Fort Lauderdale,Florida,FL,1,1,0,0,1,0,0,0.636219084,0.778154492,0.649417043,0.802895904
Fort Lauderdale,Florida,FL,0,1,0,0,1,0,0,0.343886405,0.218319267,0.208611786,0.124443553
Fort Lauderdale,Florida,FL,1,0,0,0,1,0,0,0.294834226,0.559835196,0.44298175,0.679243565
Fort Lauderdale,Florida,FL,0,0,0,0,1,0,0,0.00250156,0,0.002176511,0.000791207
Fort Lauderdale,Florida,FL,1,1,1,1,0,0,0,0.960452914,0.98151499,0.95935142,0.984363139
Fort Lauderdale,Florida,FL,0,1,1,1,0,0,0,0.668120265,0.421679705,0.518546164,0.305910796
Fort Lauderdale,Florida,FL,1,0,1,1,0,0,0,0.619068027,0.763195693,0.752916157,0.8607108
Fort Lauderdale,Florida,FL,0,0,1,1,0,0,0,0.326735348,0.203360468,0.312110931,0.182258457
Fort Lauderdale,Florida,FL,1,1,0,1,0,0,0,0.663751245,0.799609065,0.672414601,0.818926275
Fort Lauderdale,Florida,FL,0,1,0,1,0,0,0,0.371418536,0.239773825,0.231609374,0.140473902
Fort Lauderdale,Florida,FL,1,0,0,1,0,0,0,0.322366357,0.581289768,0.465979338,0.695273936
Fort Lauderdale,Florida,FL,0,0,0,1,0,0,0,0.030033683,0.021454554,0.025174104,0.01682156
Fort Lauderdale,Florida,FL,1,1,1,0,0,0,0,0.930419207,0.960060418,0.934177339,0.967541575
Fort Lauderdale,Florida,FL,0,1,1,0,0,0,0,0.638086557,0.400225163,0.493372083,0.289089233
Fort Lauderdale,Florida,FL,1,0,1,0,0,0,0,0.589034319,0.741741121,0.727742076,0.843889236
Fort Lauderdale,Florida,FL,0,0,1,0,0,0,0,0.29670167,0.18190591,0.28693682,0.165436894
Fort Lauderdale,Florida,FL,1,1,0,0,0,0,0,0.633717537,0.778154492,0.64724052,0.802104712
Fort Lauderdale,Florida,FL,0,1,0,0,0,0,0,0.341384858,0.218319267,0.206435278,0.123652346
Fort Lauderdale,Florida,FL,1,0,0,0,0,0,0,0.292332679,0.559835196,0.440805227,0.678452373
Fort Lauderdale,Florida,FL,0,0,0,0,0,0,0,0,0,0,0
,Georgia,GA,1,1,1,1,1,0,0,0.969781756,0.991100848,0.964601934,0.988991082
,Georgia,GA,0,1,1,1,1,0,0,0.690076172,0.445009112,0.506521404,0.27209121
,Georgia,GA,1,0,1,1,1,0,0,0.448704779,0.61810261,0.622492969,0.765979171
,Georgia,GA,0,0,1,1,1,0,0,0.16899918,0.072010919,0.164412349,0.049079265
,Georgia,GA,1,1,0,1,1,0,0,0.85734117,0.952646673,0.835873902,0.957293093
,Georgia,GA,0,1,0,1,1,0,0,0.577635586,0.406554967,0.377793312,0.240393177
,Georgia,GA,1,0,0,1,1,0,0,0.336264193,0.579648435,0.493764907,0.734281182
,Georgia,GA,0,0,0,1,1,0,0,0.056558602,0.033556759,0.035684291,0.01738126
,Georgia,GA,1,1,1,0,1,0,0,0.914203286,0.957544088,0.930238545,0.971944034
,Georgia,GA,0,1,1,0,1,0,0,0.634497702,0.411452353,0.472157955,0.255044132
,Georgia,GA,1,0,1,0,1,0,0,0.393126309,0.584545851,0.58812958,0.748932123
,Georgia,GA,0,0,1,0,1,0,0,0.113420717,0.038454156,0.130048946,0.032032199
,Georgia,GA,1,1,0,0,1,0,0,0.8017627,0.919089913,0.801510513,0.940246046
,Georgia,GA,0,1,0,0,1,0,0,0.522057116,0.372998208,0.343429893,0.223346114
,Georgia,GA,1,0,0,0,1,0,0,0.280685723,0.546091676,0.459401488,0.717234135
,Georgia,GA,0,0,0,0,1,0,0,0.000980141,0,0.001320883,0.000334193
,Georgia,GA,1,1,1,1,0,0,0,0.968801618,0.991100848,0.963281035,0.988656878
,Georgia,GA,0,1,1,1,0,0,0,0.689096034,0.445009112,0.505200505,0.271757007
,Georgia,GA,1,0,1,1,0,0,0,0.44772464,0.61810261,0.621172071,0.765644968
,Georgia,GA,0,0,1,1,0,0,0,0.168019041,0.072010919,0.163091466,0.048745073
,Georgia,GA,1,1,0,1,0,0,0,0.856361032,0.952646673,0.834553003,0.95695889
,Georgia,GA,0,1,0,1,0,0,0,0.576655447,0.406554967,0.376472443,0.240058988
,Georgia,GA,1,0,0,1,0,0,0,0.335284054,0.579648435,0.492444038,0.733946979
,Georgia,GA,0,0,0,1,0,0,0,0.055578459,0.033556759,0.034363408,0.017047068
,Georgia,GA,1,1,1,0,0,0,0,0.913223147,0.957544088,0.928917646,0.971609831
,Georgia,GA,0,1,1,0,0,0,0,0.633517563,0.411452353,0.470837086,0.254709929
,Georgia,GA,1,0,1,0,0,0,0,0.39214617,0.584545851,0.586808681,0.74859792
,Georgia,GA,0,0,1,0,0,0,0,0.112440579,0.038454156,0.128728062,0.031698007
,Georgia,GA,1,1,0,0,0,0,0,0.800782561,0.919089913,0.800189614,0.939911842
,Georgia,GA,0,1,0,0,0,0,0,0.521076977,0.372998208,0.342109025,0.223011926
,Georgia,GA,1,0,0,0,0,0,0,0.279705584,0.546091676,0.45808062,0.716899931
,Georgia,GA,0,0,0,0,0,0,0,0,0,0,0
Honolulu,Hawaii,HI,1,1,1,1,1,0,1,0.686534941,0.850162983,0.677479267,0.844434202
Honolulu,Hawaii,HI,0,1,1,1,1,0,1,0.567259312,0.572987556,0.546538591,0.514980793
Honolulu,Hawaii,HI,1,0,1,1,1,0,1,0.66641134,0.84311229,0.662350714,0.839463472
Honolulu,Hawaii,HI,0,0,1,1,1,0,1,0.54713577,0.565936804,0.531410098,0.510010123
Honolulu,Hawaii,HI,1,1,0,1,1,0,1,0.54899478,0.791737497,0.529894888,0.782874763
Honolulu,Hawaii,HI,0,1,0,1,1,0,1,0.42971915,0.51456207,0.398954242,0.453421414
Honolulu,Hawaii,HI,1,0,0,1,1,0,1,0.528871179,0.784686804,0.514766395,0.777904093
Honolulu,Hawaii,HI,0,0,0,1,1,0,1,0.409595579,0.507511377,0.383825749,0.448450714
Honolulu,Hawaii,HI,1,1,1,0,1,0,1,0.39297989,0.410909146,0.413302332,0.456806004
Honolulu,Hawaii,HI,0,1,1,0,1,0,1,0.27370429,0.13373369,0.282361656,0.127352655
Honolulu,Hawaii,HI,1,0,1,0,1,0,1,0.372856289,0.403858423,0.398173809,0.451835304
Honolulu,Hawaii,HI,0,0,1,0,1,0,1,0.253580719,0.126682967,0.267233133,0.12238194
Honolulu,Hawaii,HI,1,1,0,0,1,0,1,0.255439728,0.35248369,0.265717953,0.395246595
Honolulu,Hawaii,HI,0,1,0,0,1,0,1,0.136164129,0.075308248,0.134777278,0.065793253
Honolulu,Hawaii,HI,1,0,0,0,1,0,1,0.235316157,0.345432967,0.25058943,0.390275896
Honolulu,Hawaii,HI,0,0,0,0,1,0,1,0.116040565,0.068257511,0.119648777,0.060822539
Honolulu,Hawaii,HI,1,1,1,1,0,0,1,0.686338365,0.850162983,0.676499605,0.844434202
Honolulu,Hawaii,HI,0,1,1,1,0,0,1,0.567062736,0.572987556,0.545558929,0.514980793
Honolulu,Hawaii,HI,1,0,1,1,0,0,1,0.666214764,0.84311229,0.661371052,0.839463472
Honolulu,Hawaii,HI,0,0,1,1,0,0,1,0.546939194,0.565936804,0.530430436,0.510010123
Honolulu,Hawaii,HI,1,1,0,1,0,0,1,0.548798203,0.791737497,0.528915226,0.782874763
Honolulu,Hawaii,HI,0,1,0,1,0,0,1,0.429522574,0.51456207,0.397974581,0.453421414
Honolulu,Hawaii,HI,1,0,0,1,0,0,1,0.528674603,0.784686804,0.513786733,0.777904093
Honolulu,Hawaii,HI,0,0,0,1,0,0,1,0.409399003,0.507511377,0.382846087,0.448450714
Honolulu,Hawaii,HI,1,1,1,0,0,0,1,0.392783314,0.410909146,0.41232267,0.456806004
Honolulu,Hawaii,HI,0,1,1,0,0,0,1,0.273507714,0.13373369,0.281381994,0.127352655
Honolulu,Hawaii,HI,1,0,1,0,0,0,1,0.372659713,0.403858423,0.397194147,0.451835304
Honolulu,Hawaii,HI,0,0,1,0,0,0,1,0.253384143,0.126682967,0.266253471,0.12238194
Honolulu,Hawaii,HI,1,1,0,0,0,0,1,0.255243152,0.35248369,0.264738292,0.395246595
Honolulu,Hawaii,HI,0,1,0,0,0,0,1,0.135967553,0.075308248,0.133797616,0.065793253
Honolulu,Hawaii,HI,1,0,0,0,0,0,1,0.235119581,0.345432967,0.249609768,0.390275896
Honolulu,Hawaii,HI,0,0,0,0,0,0,1,0.115843989,0.068257511,0.118669115,0.060822539
Honolulu,Hawaii,HI,1,1,1,1,1,0,0,0.57069093,0.781905472,0.558810174,0.783611655
Honolulu,Hawaii,HI,0,1,1,1,1,0,0,0.45141533,0.504730046,0.427869499,0.454158276
Honolulu,Hawaii,HI,1,0,1,1,1,0,0,0.550567329,0.774854779,0.543681622,0.778640926
Honolulu,Hawaii,HI,0,0,1,1,1,0,0,0.431291759,0.497679293,0.412741005,0.449187577
Honolulu,Hawaii,HI,1,1,0,1,1,0,0,0.433150768,0.723479986,0.411225796,0.722052217
Honolulu,Hawaii,HI,0,1,0,1,1,0,0,0.313875169,0.44630456,0.28028512,0.392598867
Honolulu,Hawaii,HI,1,0,0,1,1,0,0,0.413027167,0.716429293,0.396097302,0.717081547
Honolulu,Hawaii,HI,0,0,0,1,1,0,0,0.293751597,0.439253837,0.265156627,0.387628168
Honolulu,Hawaii,HI,1,1,1,0,1,0,0,0.277135909,0.342651635,0.29463321,0.395983458
Honolulu,Hawaii,HI,0,1,1,0,1,0,0,0.157860309,0.065476187,0.163692534,0.066530116
Honolulu,Hawaii,HI,1,0,1,0,1,0,0,0.257012308,0.335600913,0.279504687,0.391012758
Honolulu,Hawaii,HI,0,0,1,0,1,0,0,0.137736738,0.058425453,0.148564026,0.061559405
Honolulu,Hawaii,HI,1,1,0,0,1,0,0,0.139595732,0.284226179,0.147048831,0.334424049
Honolulu,Hawaii,HI,0,1,0,0,1,0,0,0.020320147,0.007050737,0.016108166,0.004970713
Honolulu,Hawaii,HI,1,0,0,0,1,0,0,0.119472161,0.277175456,0.131920323,0.329453349
Honolulu,Hawaii,HI,0,0,0,0,1,0,0,0.000196576,0,0.000979661,0
Honolulu,Hawaii,HI,1,1,1,1,0,0,0,0.570494354,0.781905472,0.557830513,0.783611655
Honolulu,Hawaii,HI,0,1,1,1,0,0,0,0.451218754,0.504730046,0.426889837,0.454158276
Honolulu,Hawaii,HI,1,0,1,1,0,0,0,0.550370753,0.774854779,0.54270196,0.778640926
Honolulu,Hawaii,HI,0,0,1,1,0,0,0,0.431095183,0.497679293,0.411761343,0.449187577
Honolulu,Hawaii,HI,1,1,0,1,0,0,0,0.432954192,0.723479986,0.410246134,0.722052217
Honolulu,Hawaii,HI,0,1,0,1,0,0,0,0.313678592,0.44630456,0.279305458,0.392598867
Honolulu,Hawaii,HI,1,0,0,1,0,0,0,0.412830591,0.716429293,0.39511764,0.717081547
Honolulu,Hawaii,HI,0,0,0,1,0,0,0,0.293555021,0.439253837,0.264176965,0.387628168
Honolulu,Hawaii,HI,1,1,1,0,0,0,0,0.276939332,0.342651635,0.293653548,0.395983458
Honolulu,Hawaii,HI,0,1,1,0,0,0,0,0.157663733,0.065476187,0.162712872,0.066530116
Honolulu,Hawaii,HI,1,0,1,0,0,0,0,0.256815732,0.335600913,0.278525025,0.391012758
Honolulu,Hawaii,HI,0,0,1,0,0,0,0,0.137540162,0.058425453,0.147584364,0.061559405
Honolulu,Hawaii,HI,1,1,0,0,0,0,0,0.139399156,0.284226179,0.146069169,0.334424049
Honolulu,Hawaii,HI,0,1,0,0,0,0,0,0.020123571,0.007050737,0.015128504,0.004970713
Honolulu,Hawaii,HI,1,0,0,0,0,0,0,0.119275585,0.277175456,0.130940661,0.329453349
Honolulu,Hawaii,HI,0,0,0,0,0,0,0,0,0,0,0
,Idaho,ID,1,1,1,1,1,0,0,,,0.964094281,0.993636966
,Idaho,ID,0,1,1,1,1,0,0,,,0.20117934,0.041634291
,Idaho,ID,1,0,1,1,1,0,0,,,0.95556289,0.993636966
,Idaho,ID,0,0,1,1,1,0,0,,,0.192647979,0.041634291
,Idaho,ID,1,1,0,1,1,0,0,,,0.790753543,0.95955795
,Idaho,ID,0,1,0,1,1,0,0,,,0.027838601,0.007555258
,Idaho,ID,1,0,0,1,1,0,0,,,0.782222152,0.95955795
,Idaho,ID,0,0,0,1,1,0,0,,,0.019307237,0.007555258
,Idaho,ID,1,1,1,0,1,0,0,,,0.953952968,0.988225043
,Idaho,ID,0,1,1,0,1,0,0,,,0.191038042,0.036222368
,Idaho,ID,1,0,1,0,1,0,0,,,0.945421576,0.988225043
,Idaho,ID,0,0,1,0,1,0,0,,,0.18250668,0.036222368
,Idaho,ID,1,1,0,0,1,0,0,,,0.78061223,0.954146028
,Idaho,ID,0,1,0,0,1,0,0,,,0.017697304,0.002143336
,Idaho,ID,1,0,0,0,1,0,0,,,0.772080839,0.954146028
,Idaho,ID,0,0,0,0,1,0,0,,,0.009165941,0.002143336
,Idaho,ID,1,1,1,1,0,0,0,,,0.954928339,0.991493642
,Idaho,ID,0,1,1,1,0,0,0,,,0.192013398,0.039490957
,Idaho,ID,1,0,1,1,0,0,0,,,0.946396947,0.991493642
,Idaho,ID,0,0,1,1,0,0,0,,,0.183482036,0.039490957
,Idaho,ID,1,1,0,1,0,0,0,,,0.781587601,0.957414627
,Idaho,ID,0,1,0,1,0,0,0,,,0.01867266,0.005411922
,Idaho,ID,1,0,0,1,0,0,0,,,0.773056209,0.957414627
,Idaho,ID,0,0,0,1,0,0,0,,,0.010141295,0.005411922
,Idaho,ID,1,1,1,0,0,0,0,,,0.944787025,0.986081719
,Idaho,ID,0,1,1,0,0,0,0,,,0.1818721,0.034079034
,Idaho,ID,1,0,1,0,0,0,0,,,0.936255634,0.986081719
,Idaho,ID,0,0,1,0,0,0,0,,,0.173340738,0.034079034
,Idaho,ID,1,1,0,0,0,0,0,,,0.771446288,0.952002704
,Idaho,ID,0,1,0,0,0,0,0,,,0.008531364,0
,Idaho,ID,1,0,0,0,0,0,0,,,0.762914896,0.952002704
,Idaho,ID,0,0,0,0,0,0,0,,,0,0
Chicago,Illinois,IL,1,1,1,1,1,0,0,0.971118987,0.987031639,0.965190351,0.991253614
Chicago,Illinois,IL,0,1,1,1,1,0,0,0.678159237,0.310026199,0.443229496,0.174142674
Chicago,Illinois,IL,1,0,1,1,1,0,0,0.702798009,0.837760091,0.805432618,0.915940285
Chicago,Illinois,IL,0,0,1,1,1,0,0,0.409838319,0.160754666,0.283471763,0.098829351
Chicago,Illinois,IL,1,1,0,1,1,0,0,0.61446768,0.873247325,0.725189269,0.92127496
Chicago,Illinois,IL,0,1,0,1,1,0,0,0.321507961,0.196241885,0.203228429,0.104164034
Chicago,Illinois,IL,1,0,0,1,1,0,0,0.346146733,0.723975778,0.565431535,0.84596163
Chicago,Illinois,IL,0,0,0,1,1,0,0,0.053187013,0.046970345,0.043470688,0.02885071
Chicago,Illinois,IL,1,1,1,0,1,0,0,0.918770254,0.941086948,0.922472477,0.962994695
Chicago,Illinois,IL,0,1,1,0,1,0,0,0.625810504,0.264081508,0.400511652,0.145883739
Chicago,Illinois,IL,1,0,1,0,1,0,0,0.650449276,0.7918154,0.762714744,0.887681365
Chicago,Illinois,IL,0,0,1,0,1,0,0,0.357489556,0.114809982,0.240753919,0.070570417
Chicago,Illinois,IL,1,1,0,0,1,0,0,0.562118948,0.827302635,0.682471395,0.89301604
Chicago,Illinois,IL,0,1,0,0,1,0,0,0.269159198,0.150297195,0.160510585,0.0759051
Chicago,Illinois,IL,1,0,0,0,1,0,0,0.29379797,0.678031087,0.522713661,0.817702711
Chicago,Illinois,IL,0,0,0,0,1,0,0,0.000838257,0.00102566,0.000752842,0.000591778
Chicago,Illinois,IL,1,1,1,1,0,0,0,0.970280707,0.986005962,0.964437485,0.99066186
Chicago,Illinois,IL,0,1,1,1,0,0,0,0.677320957,0.309000552,0.44247666,0.173550889
Chicago,Illinois,IL,1,0,1,1,0,0,0,0.701959729,0.836734414,0.804679751,0.91534853
Chicago,Illinois,IL,0,0,1,1,0,0,0,0.409000069,0.159729004,0.282718927,0.098237574
Chicago,Illinois,IL,1,1,0,1,0,0,0,0.613629401,0.872221649,0.724436402,0.920683205
Chicago,Illinois,IL,0,1,0,1,0,0,0,0.320669711,0.195216224,0.202475592,0.103572257
Chicago,Illinois,IL,1,0,0,1,0,0,0,0.345308483,0.722950101,0.564678669,0.845369875
Chicago,Illinois,IL,0,0,0,1,0,0,0,0.052348755,0.045944687,0.042717848,0.028258933
Chicago,Illinois,IL,1,1,1,0,0,0,0,0.917931974,0.940061271,0.921719611,0.96240294
Chicago,Illinois,IL,0,1,1,0,0,0,0,0.624972224,0.263055861,0.399758816,0.145291954
Chicago,Illinois,IL,1,0,1,0,0,0,0,0.649610996,0.790789723,0.761961877,0.88708961
Chicago,Illinois,IL,0,0,1,0,0,0,0,0.356651306,0.113784321,0.240001082,0.069978639
Chicago,Illinois,IL,1,1,0,0,0,0,0,0.561280668,0.826276958,0.681718528,0.892424285
Chicago,Illinois,IL,0,1,0,0,0,0,0,0.268320948,0.149271533,0.159757748,0.075313322
Chicago,Illinois,IL,1,0,0,0,0,0,0,0.29295972,0.67700541,0.521960795,0.817110956
Chicago,Illinois,IL,0,0,0,0,0,0,0,0,0,0,0
,Indiana,IN,1,1,1,1,1,0,0,,,0.958138525,0.988921463
,Indiana,IN,0,1,1,1,1,0,0,,,0.228847682,0.061299399
,Indiana,IN,1,0,1,1,1,0,0,,,0.847521484,0.955053985
,Indiana,IN,0,0,1,1,1,0,0,,,0.118230566,0.02743189
